date,likeCount,retweetCount,replyCount,source
2020-04-04 03:27:07+00:00,@TMobileHelp Outages more common than my sleep schedule.,46166,1127,51,Twitter Web App
2023-11-24 11:20:11+00:00,"@TMobile Honestly blown away by the 5G speeds today, feels unreal! #TMobile",31754,964,93,Twitter for Android
2023-10-11 13:32:03+00:00,@TMobileBusiness At this point carrier pigeons send data faster. #TMobile,23689,880,187,Twitter for Android
2020-09-24 14:48:04+00:00,@TMobileHelp 5G shouldn’t be this slow in 2025… what is happening T-Mobile? #TMobile,46688,987,179,Twitter for iPhone
2018-04-03 19:23:19+00:00,@TMobileHelp TMobile data refusing to participate in society. #T-Mobile,47550,1947,177,Twitter for iPhone
2015-08-06 13:16:50+00:00,@TMobileHelp Went on a road trip through 3 states and never lost reception once. Impressive.,16671,463,181,Twitter for iPhone
2019-04-24 23:59:18+00:00,Not to be dramatic but T-Mobile 5G kind of changed my life.,3461,501,203,Twitter for Android
2015-08-11 18:11:17+00:00,@TMobileHelp TMobile fixing problems I didn’t even know I had. #T-Mobile,50111,382,305,Twitter for iPhone
2024-04-14 11:09:05+00:00,@TMobile Considering family plan math. #T-Mobile,27924,1782,157,Twitter for iPhone
2018-05-28 07:08:48+00:00,Data so good I forgot WiFi passwords even exist. #TMobile,43630,709,25,Twitter for Android
2022-06-28 10:49:02+00:00,@TMobileBusiness 5G so strong it should pay rent on my phone. #T-Mobile,27118,1203,10,Twitter for Android
2020-03-23 13:01:12+00:00,"@TMobileHelp Speed test later maybe, no urgency.",25201,1196,161,Twitter Web App
2025-05-01 05:25:21+00:00,@TMobile One day I’ll have stable internet. Today is not that day. #TMobile,55345,2203,236,Twitter Web App
2016-09-21 06:19:54+00:00,@TMobileHelp I have 5 bars but they’re decorative apparently. #T-Mobile,37298,37,202,Twitter Web App
2016-01-26 14:25:01+00:00,"@TMobileBusiness T-Mobile came in clutch, best carrier experience I’ve ever had. #T-Mobile",33278,1482,273,Twitter Web App
2017-04-07 08:57:35+00:00,Coverage? ✅ Speed? ✅ Price? ✅ Customer care? ✅ We love balance. #TMobile,22261,511,57,Twitter Web App
2015-05-25 15:17:31+00:00,@TMobileBusiness Curious how the new plans compare this year. #T-Mobile,17222,605,58,Twitter Web App
2015-04-06 08:36:32+00:00,"@TMobile Officially a TMobile fan account now, idc. #TMobile",40955,573,94,Twitter for iPhone
2016-03-19 23:08:40+00:00,@TMobileHelp Support transfer #6 and I still have no answers.,29023,2224,141,Twitter for iPhone
2021-01-18 15:48:19+00:00,@TMobile Phone works. Bill paid. No drama. Nice. #TMobile,55598,1995,311,Twitter Web App
2018-10-02 08:49:19+00:00,Considering family plan math.,7179,875,17,Twitter for Android
2019-01-07 04:58:32+00:00,"@TMobileHelp T-Mobile service in rural areas is actually insane, major props. #TMobile",46074,262,222,Twitter for iPhone
2023-03-29 20:20:08+00:00,@TMobileHelp TMobile why my 5G acting like 2G with confidence? #TMobile,15746,1099,282,Twitter for Android
2015-10-03 09:51:55+00:00,@TMobileBusiness Customer support giving me side quest energy. #TMobile,33351,1190,85,Twitter for Android
2021-02-10 21:28:21+00:00,@TMobile Debating if 5G UC really matters. #T-Mobile,20947,945,147,Twitter for iPhone
2023-08-30 16:25:47+00:00,From signal dead zones to 5G everywhere… the glow up is real. #TMobile,27264,1592,102,Twitter Web App
2018-01-25 22:06:02+00:00,"@TMobile No complaints, no praise, just vibes.",24000,2110,171,Twitter for iPhone
2018-03-06 12:24:54+00:00,Service is service. Carry on.,9275,197,26,Twitter for Android
2022-10-18 05:04:53+00:00,"@TMobile I fear I'm becoming a T-Mobile evangelist because wow, this is GOOD good. #TMobile",30970,105,45,Twitter for iPhone
2017-11-19 18:10:17+00:00,Can we talk about how fast TMobile improved? Night and day difference. #TMobile,32296,474,184,Twitter for iPhone
2024-01-25 11:13:46+00:00,Airport WiFi is officially useless to me now. T-Mobile is faster. #TMobile,34925,1125,98,Twitter for Android
2021-09-04 10:29:09+00:00,T-Mobile went from 5G to 'why me?' real quick.,50399,1356,34,Twitter for iPhone
2024-11-02 18:51:01+00:00,"@TMobileBusiness Speed test later maybe, no urgency. #T-Mobile",51353,2398,1,Twitter for Android
2016-06-27 07:24:44+00:00,@TMobileHelp TMobile loading slower than movie theater nachos. #T-Mobile,7498,940,149,Twitter for iPhone
2015-07-03 20:24:12+00:00,I used to ration data… now I stream in 4K on cellular like a menace.,33166,2218,281,Twitter Web App
2020-01-17 19:13:56+00:00,@TMobile Looking at my data usage like ‘interesting.’ #T-Mobile,47842,840,105,Twitter for iPhone
2017-12-02 22:01:50+00:00,"@TMobile T-Mobile reminder text received, mentally noted.",4722,575,90,Twitter for Android
2015-10-26 02:58:07+00:00,@TMobileHelp No news is good news with phone service. #T-Mobile,33293,1654,92,Twitter for Android
2020-07-01 21:24:37+00:00,T-Mobile or WiFi calling today? Undecided. #T-Mobile,902,2051,195,Twitter Web App
2017-05-20 10:33:45+00:00,@TMobile Data usage lower than expected this month. #TMobile,607,1665,264,Twitter Web App
2015-08-27 01:02:11+00:00,@TMobile Shoutout to the TMobile tech who fixed my network in legit 3 minutes. Legend. #T-Mobile,4812,1865,139,Twitter for Android
2024-09-20 15:57:58+00:00,@TMobileBusiness Customer support being kind AND helpful? We love to see it. #TMobile,53587,330,275,Twitter Web App
2025-07-08 06:46:17+00:00,@TMobileBusiness Not to be dramatic but TMobile 5G kind of changed my life. #TMobile,19400,2111,114,Twitter Web App
2023-08-09 19:08:16+00:00,@TMobile At this point carrier pigeons send data faster.,35243,1273,279,Twitter for Android
2017-07-13 09:08:35+00:00,"@TMobileHelp Got a TMobile notification, reading it later.",11050,176,73,Twitter for iPhone
2017-10-18 01:35:54+00:00,@TMobile TMobile went from 5G to 'why me?' real quick. #T-Mobile,47936,1664,73,Twitter for iPhone
2023-02-19 08:50:15+00:00,"@TMobileBusiness Big 'paid less, got more' energy from T-Mobile and I love that for me.",26735,1223,304,Twitter for Android
2023-09-17 04:54:27+00:00,Shoutout to the TMobile tech who fixed my network in legit 3 minutes. Legend. #TMobile,26400,1020,29,Twitter for iPhone
2025-06-12 01:22:39+00:00,"@TMobileHelp Coverage is coverage, nothing wild to report. #TMobile",32551,742,289,Twitter for Android
2015-06-22 01:07:41+00:00,"@TMobileHelp T-Mobile in my city is unbeatable right now, others gotta catch up. #TMobile",15046,150,26,Twitter Web App
2024-05-23 04:23:57+00:00,Shoutout to the T-Mobile tech who fixed my network in legit 3 minutes. Legend. #TMobile,27369,2193,173,Twitter for Android
2025-05-15 18:19:02+00:00,"TMobile service in rural areas is actually insane, major props.",11250,2198,61,Twitter for iPhone
2021-05-20 00:24:47+00:00,@TMobileBusiness T-Mobile deserves credit where it’s due — network game STRONG. #T-Mobile,14660,606,23,Twitter Web App
2017-06-22 11:26:07+00:00,@TMobileBusiness Why is T-Mobile faster in the woods than my home WiFi 😭,53548,908,61,Twitter for iPhone
2022-02-13 10:43:23+00:00,@TMobileHelp If disappointment had a mascot it would be my signal strength right now. #T-Mobile,8908,1128,260,Twitter Web App
2025-06-08 11:48:56+00:00,@TMobileHelp T-Mobile fixing problems I didn’t even know I had. #TMobile,43262,779,91,Twitter for iPhone
2018-12-30 21:40:41+00:00,@TMobile Support transfer #6 and I still have no answers.,3811,670,311,Twitter for iPhone
2015-12-12 12:24:39+00:00,"@TMobile I fear I'm becoming a TMobile evangelist because wow, this is GOOD good.",23866,471,319,Twitter for iPhone
2015-06-01 18:52:00+00:00,@TMobileBusiness Not sure if it's congestion or emotional damage at this point. #TMobile,6143,976,129,Twitter Web App
2020-01-29 23:42:29+00:00,"5 bars, 0 function. A tragic story in 4 words. #T-Mobile",7625,1562,219,Twitter for iPhone
2020-01-20 22:11:40+00:00,@TMobile No news is good news with phone service.,26666,881,291,Twitter for iPhone
2020-01-04 22:22:14+00:00,@TMobileHelp Data speeds slower than plot development in a Netflix filler episode.,39322,2267,309,Twitter for iPhone
2015-04-28 08:36:43+00:00,"@TMobileBusiness Might switch plans, still deciding.",13266,1198,232,Twitter for iPhone
2021-12-16 10:14:10+00:00,@TMobileBusiness Switched to TMobile and haven’t regretted it one bit. #TMobile,20096,1005,270,Twitter Web App
2025-05-10 16:56:26+00:00,"Might call support later, might not. #TMobile",11909,2157,297,Twitter Web App
2020-04-13 13:36:59+00:00,"@TMobile Speed test later maybe, no urgency. #TMobile",16518,1413,188,Twitter for Android
2015-06-02 17:30:29+00:00,@TMobile No news is good news with phone service. #TMobile,32908,579,172,Twitter for Android
2025-08-04 01:56:25+00:00,"@TMobile TMobile store employee walked me through everything, elite customer care. #T-Mobile",19710,1547,247,Twitter for Android
2025-08-18 15:33:51+00:00,@TMobile Service so good I thought I was on WiFi 😭,4664,2222,18,Twitter Web App
2018-08-25 08:49:56+00:00,@TMobileHelp Coverage? ✅ Speed? ✅ Price? ✅ Customer care? ✅ We love balance. #TMobile,15912,491,181,Twitter Web App
2018-11-19 07:57:58+00:00,@TMobile Switching to TMobile might be my smartest adult decision so far. #TMobile,3406,56,251,Twitter for Android
2019-03-14 00:41:08+00:00,@TMobileHelp Finally watching YouTube without 4 buffering pauses per minute.,2595,275,92,Twitter for Android
2018-07-26 09:03:12+00:00,The future is 5G and T-Mobile brought it early. #TMobile,9668,1335,46,Twitter for Android
2018-04-09 18:42:45+00:00,@TMobileHelp At this point my signal needs therapy. #T-Mobile,22883,2180,173,Twitter for iPhone
2017-02-22 19:58:41+00:00,"@TMobile I fear I'm becoming a T-Mobile evangelist because wow, this is GOOD good. #T-Mobile",30158,499,238,Twitter for Android
2020-07-29 22:22:40+00:00,"@TMobile Coverage is coverage, nothing wild to report. #T-Mobile",12744,24,28,Twitter for iPhone
2024-12-11 14:17:37+00:00,"Customer support actually solved my issue first try, rare W!",55486,1473,143,Twitter for iPhone
2021-06-11 21:03:02+00:00,@TMobileBusiness My phone service used to stress me out… now it just works. Thank you TMobile.,8345,895,280,Twitter Web App
2019-09-06 11:28:41+00:00,@TMobile Switching to TMobile might be my smartest adult decision so far. #T-Mobile,9954,2246,32,Twitter for Android
2024-05-16 12:53:36+00:00,T-Mobile support answered faster than my friends do. #T-Mobile,30656,17,97,Twitter Web App
2019-08-05 05:37:43+00:00,@TMobileHelp My connection speed is basically Morse code. #TMobile,21634,1812,240,Twitter for Android
2023-01-07 19:32:23+00:00,@TMobile Left another carrier and immediately leveled up. No regrets.,14482,565,115,Twitter for Android
2015-01-14 23:49:57+00:00,@TMobileBusiness Phone works. Bill paid. No drama. Nice. #TMobile,29158,587,211,Twitter for Android
2022-02-01 19:31:19+00:00,"@TMobileHelp T-Mobile reminder text received, mentally noted.",48445,403,284,Twitter for iPhone
2025-08-11 03:12:56+00:00,@TMobileBusiness Data so good I forgot WiFi passwords even exist. #T-Mobile,16922,1558,101,Twitter Web App
2023-08-26 18:11:01+00:00,@TMobileBusiness Coverage said ‘not today bestie.’ #TMobile,26932,1521,114,Twitter Web App
2025-08-11 08:06:38+00:00,@TMobileBusiness TMobile deserves credit where it’s due — network game STRONG. #T-Mobile,45471,723,70,Twitter Web App
2024-12-12 06:14:08+00:00,@TMobileBusiness Data so good I forgot WiFi passwords even exist. #TMobile,12981,345,101,Twitter Web App
2019-01-30 16:57:04+00:00,@TMobileBusiness The real test was live streaming on the highway. TMobile passed with flying colors. #TMobile,41693,403,149,Twitter for Android
2016-07-03 06:32:20+00:00,@TMobileHelp Never thought I’d say this but… my mobile carrier makes me happy??? #TMobile,42722,2287,129,Twitter for iPhone
2017-04-24 10:44:51+00:00,@TMobile If loading screens were a personality trait.,5761,2114,99,Twitter for iPhone
2020-02-21 20:12:29+00:00,@TMobileHelp Finally a carrier that actually improves instead of getting worse over time 🙌 #T-Mobile,32518,1208,155,Twitter Web App
2024-02-21 10:10:31+00:00,"@TMobile Honestly blown away by the 5G speeds today, feels unreal! #T-Mobile",7891,1674,83,Twitter for Android
2025-01-13 21:17:35+00:00,@TMobileHelp T-Mobile loading slower than movie theater nachos. #T-Mobile,43989,1626,38,Twitter Web App
2019-08-30 01:30:18+00:00,At this point my phone signal is more imaginary than real. #TMobile,34398,1157,284,Twitter for Android
2025-02-22 05:59:25+00:00,"@TMobileHelp Not switching, not hyping. Just existing.",13635,472,249,Twitter for Android
2017-10-28 06:00:49+00:00,"New phone, same carrier. Life moves on. #T-Mobile",25907,500,17,Twitter Web App
2015-02-14 21:45:19+00:00,@TMobileHelp Airport WiFi is officially useless to me now. T-Mobile is faster. #T-Mobile,26110,309,185,Twitter Web App
2018-07-04 07:15:26+00:00,"@TMobileBusiness I livestreamed an entire concert on TMobile data, not a single lag spike. #TMobile",30281,1823,131,Twitter for iPhone
2017-05-31 15:55:26+00:00,@TMobileBusiness If loading screens were a personality trait. #T-Mobile,11390,766,81,Twitter for iPhone
2016-06-09 14:27:42+00:00,"@TMobileBusiness No complaints, no praise, just vibes.",21957,1784,275,Twitter for Android
2022-10-23 11:47:34+00:00,Thinking about upgrading but still comparing plans. #T-Mobile,41052,1848,228,Twitter for Android
2017-05-26 15:59:06+00:00,"@TMobileBusiness T-Mobile came in clutch, best carrier experience I’ve ever had.",49817,97,239,Twitter for iPhone
2016-03-03 07:11:09+00:00,"@TMobileHelp TMobile service in rural areas is actually insane, major props. #TMobile",1882,300,234,Twitter for iPhone
2017-05-14 21:50:27+00:00,"TMobile came in clutch, best carrier experience I’ve ever had. #T-Mobile",38334,424,82,Twitter for Android
2022-08-22 07:33:07+00:00,@TMobileHelp I pay for 5G but receive thoughts and prayers instead.,12042,1615,25,Twitter for Android
2023-11-05 23:07:33+00:00,@TMobileHelp The buffering circle is my sleep paralysis demon. #T-Mobile,21010,1044,298,Twitter for iPhone
2018-11-16 17:51:08+00:00,@TMobile I have full bars but nothing loads… make it make sense TMobile.,2503,2064,42,Twitter for Android
2024-10-28 23:55:42+00:00,"No complaints, no praise, just vibes.",24532,1197,228,Twitter for iPhone
2019-10-09 15:53:54+00:00,@TMobile My connection speed is basically Morse code.,8769,105,7,Twitter for Android
2024-10-05 09:45:21+00:00,@TMobileBusiness The future is 5G and T-Mobile brought it early. #T-Mobile,1995,2075,138,Twitter for iPhone
2021-08-23 10:06:32+00:00,@TMobileBusiness T-Mobile really testing my emotional resilience. #TMobile,30648,207,122,Twitter for iPhone
2020-08-16 21:36:16+00:00,@TMobileHelp My bill went down and my speeds went up… what kind of magic is this?,52987,378,4,Twitter for Android
2021-05-15 17:28:11+00:00,Streaming on TMobile data is a game of chance. #TMobile,39800,1516,265,Twitter for iPhone
2017-04-03 13:50:16+00:00,@TMobile My bill went down and my speeds went up… what kind of magic is this? #TMobile,6253,1187,34,Twitter Web App
2020-09-13 13:21:44+00:00,"Not switching, not hyping. Just existing. #TMobile",2172,1982,205,Twitter for Android
2020-01-06 16:35:15+00:00,@TMobileHelp Curious if 5G actually drains more battery. #T-Mobile,12266,340,85,Twitter for Android
2019-06-12 05:02:18+00:00,"@TMobileBusiness T-Mobile reminder text received, mentally noted. #TMobile",1942,822,107,Twitter for iPhone
2025-10-31 09:33:52+00:00,@TMobileBusiness T-Mobile why my 5G acting like 2G with confidence? #TMobile,5259,769,5,Twitter Web App
2016-01-31 00:06:40+00:00,Looking at my data usage like ‘interesting.’ #TMobile,46388,1687,181,Twitter Web App
2019-08-19 17:44:06+00:00,"@TMobile Bill paid automatically, love that for me. #T-Mobile",25933,369,86,Twitter for Android
2022-04-01 12:49:53+00:00,@TMobile Mentally compiling plan comparison charts.,4733,1248,22,Twitter for iPhone
2020-06-22 23:09:37+00:00,Switching to TMobile might be my smartest adult decision so far. #TMobile,53117,1295,130,Twitter for iPhone
2024-04-18 22:29:42+00:00,@TMobileBusiness Mentally compiling plan comparison charts. #TMobile,9185,256,129,Twitter Web App
2023-07-18 05:20:39+00:00,"@TMobile Had an issue, tweeted at support, got a fix in minutes. 10/10 experience.",12013,350,130,Twitter for iPhone
2024-01-06 01:56:58+00:00,"@TMobileBusiness I livestreamed an entire concert on T-Mobile data, not a single lag spike. #T-Mobile",29776,1609,193,Twitter for Android
2025-07-28 22:27:08+00:00,T-Mobile really testing my emotional resilience. #TMobile,40219,435,81,Twitter Web App
2015-10-27 18:04:22+00:00,@TMobileHelp Data usage lower than expected this month.,10612,129,33,Twitter for iPhone
2024-08-09 06:01:19+00:00,@TMobileBusiness I refreshed Twitter 10 times just to post this complaint 😭,5224,406,300,Twitter for Android
2023-11-10 20:21:25+00:00,"TMobile in my city is unbeatable right now, others gotta catch up. #TMobile",24914,1879,238,Twitter Web App
2016-07-09 22:25:15+00:00,"@TMobileHelp Big 'paid less, got more' energy from TMobile and I love that for me.",42457,600,110,Twitter for Android
2020-03-31 02:06:49+00:00,@TMobileHelp Considering family plan math. #T-Mobile,6438,607,23,Twitter for iPhone
2025-03-17 08:31:21+00:00,@TMobile Thinking about upgrading but still comparing plans. #TMobile,28895,2147,22,Twitter for Android
2015-09-27 22:44:07+00:00,Curious how the new plans compare this year. #T-Mobile,25359,625,242,Twitter Web App
2016-07-28 20:44:47+00:00,Thinking about upgrading but still comparing plans.,26481,1108,143,Twitter Web App
2018-10-12 01:49:43+00:00,"@TMobileHelp TMobile store employee walked me through everything, elite customer care.",44622,694,212,Twitter Web App
2018-06-19 07:10:42+00:00,"@TMobileHelp Got a T-Mobile notification, reading it later. #T-Mobile",39566,654,60,Twitter for Android
2024-01-01 08:35:32+00:00,@TMobileHelp The 5G UC icon might be the most beautiful thing I've ever seen on my phone. #T-Mobile,27742,2198,274,Twitter Web App
2020-05-31 12:17:23+00:00,@TMobileHelp Left another carrier and immediately leveled up. No regrets. #T-Mobile,52142,357,280,Twitter Web App
2024-03-11 06:01:38+00:00,@TMobileHelp I just said 'wow' out loud at a speed test result. TMobile exceeding expectations. #TMobile,3509,970,319,Twitter for Android
2016-12-08 04:32:36+00:00,@TMobile The future is 5G and T-Mobile brought it early.,7480,62,6,Twitter for iPhone
2022-12-26 15:46:05+00:00,"@TMobileHelp Customer support actually solved my issue first try, rare W!",16081,1187,156,Twitter for Android
2020-09-23 12:10:00+00:00,Finally watching YouTube without 4 buffering pauses per minute. #T-Mobile,10734,1305,19,Twitter for Android
2017-11-22 04:28:37+00:00,@TMobileBusiness T-Mobile app opened. I saw numbers. I moved on. #TMobile,41359,7,9,Twitter for Android
2016-02-07 11:01:05+00:00,Can we talk about how fast TMobile improved? Night and day difference.,45616,736,318,Twitter Web App
2017-02-21 00:42:02+00:00,@TMobileBusiness Service is service. Carry on. #TMobile,13455,1512,203,Twitter for iPhone
2019-11-10 15:53:25+00:00,@TMobileHelp Customer support giving me side quest energy. #T-Mobile,12949,1492,236,Twitter for iPhone
2020-06-11 18:29:34+00:00,@TMobileBusiness Watching TikToks instantly load is my new personality trait. #TMobile,5754,2125,55,Twitter for iPhone
2023-05-30 13:39:17+00:00,@TMobile I have full bars but nothing loads… make it make sense TMobile. #TMobile,15368,1177,45,Twitter for Android
2022-12-24 07:44:58+00:00,Why is TMobile faster in the woods than my home WiFi 😭 #TMobile,4305,734,86,Twitter for Android
2020-07-26 16:38:07+00:00,"@TMobile There’s fast, and then there’s TMobile 5G fast. #TMobile",20572,1982,256,Twitter for iPhone
2025-08-31 08:12:25+00:00,@TMobileBusiness I can make calls in places I didn't even know were *allowed* to have signal.,8767,2160,266,Twitter for iPhone
2022-10-30 06:12:43+00:00,@TMobileHelp Coverage? ✅ Speed? ✅ Price? ✅ Customer care? ✅ We love balance. #T-Mobile,10506,321,288,Twitter for Android
2018-01-20 09:24:32+00:00,Average carrier experience so far.,4796,967,212,Twitter Web App
2023-06-25 19:30:34+00:00,"@TMobileBusiness Coverage is coverage, nothing wild to report. #TMobile",2004,1289,120,Twitter Web App
2015-11-15 08:48:15+00:00,@TMobileBusiness Buffering a 10 second video shouldn’t take 2 minutes 😐 #TMobile,47602,1570,84,Twitter for Android
2022-07-15 19:34:23+00:00,@TMobileBusiness Why is T-Mobile faster in the woods than my home WiFi 😭 #TMobile,34908,1905,180,Twitter for iPhone
2022-11-20 12:39:30+00:00,@TMobileHelp Not sure if it's congestion or emotional damage at this point.,28781,2230,1,Twitter for iPhone
2016-03-09 04:29:25+00:00,"@TMobileHelp No complaints, no praise, just vibes. #T-Mobile",18433,1567,140,Twitter for iPhone
2018-11-28 11:49:46+00:00,@TMobile Coverage map says 5G here but I’ll test later.,11920,1224,294,Twitter Web App
2016-05-20 03:24:50+00:00,@TMobileBusiness TMobile data refusing to participate in society.,14386,371,146,Twitter for Android
2018-10-24 05:09:31+00:00,"@TMobile No complaints, no praise, just vibes. #T-Mobile",53407,1197,305,Twitter for iPhone
2015-02-20 10:08:06+00:00,"@TMobileBusiness New phone, same carrier. Life moves on.",54694,1174,269,Twitter Web App
2015-08-31 09:03:58+00:00,@TMobileHelp My signal got stage fright and never showed up. #TMobile,35681,2337,285,Twitter for Android
2019-01-10 23:30:10+00:00,@TMobileHelp Curious how the new plans compare this year. #TMobile,36442,242,137,Twitter for Android
2020-05-17 16:48:08+00:00,@TMobile Data transferring slower than generational trauma.,48387,1876,163,Twitter for iPhone
2017-11-18 23:33:33+00:00,@TMobile Never thought I’d say this but… my mobile carrier makes me happy???,51127,1983,209,Twitter for iPhone
2019-08-04 04:42:10+00:00,@TMobileHelp Packet loss is my new cardio.,16397,1645,57,Twitter for iPhone
2025-09-18 09:14:49+00:00,@TMobileHelp T-Mobile deserves credit where it’s due — network game STRONG. #T-Mobile,15419,1051,104,Twitter for Android
2021-07-30 10:41:37+00:00,@TMobile Switching to TMobile might be my smartest adult decision so far.,50375,2254,253,Twitter for Android
2015-01-24 18:10:21+00:00,@TMobileBusiness I pay for 5G but receive thoughts and prayers instead. #TMobile,11853,1928,187,Twitter Web App
2017-03-25 05:00:57+00:00,I have 5 bars but they’re decorative apparently. #TMobile,28519,169,32,Twitter for iPhone
2021-06-30 14:23:02+00:00,Mentally compiling plan comparison charts. #TMobile,22356,450,69,Twitter Web App
2022-07-12 06:22:22+00:00,@TMobileHelp Shoutout to auto-pay for doing the heavy lifting. #T-Mobile,4770,169,114,Twitter Web App
2016-11-26 03:59:59+00:00,@TMobile Data so good I forgot WiFi passwords even exist. #TMobile,53521,986,73,Twitter for Android
2021-09-19 00:57:43+00:00,@TMobileHelp Call drops more frequent than my motivation. #TMobile,51233,235,185,Twitter for Android
2024-05-10 01:23:00+00:00,@TMobileHelp Never thought I’d say this but… my mobile carrier makes me happy???,40505,123,301,Twitter for iPhone
2018-08-23 18:10:12+00:00,@TMobile Phone works. Bill paid. No drama. Nice. #T-Mobile,8517,833,197,Twitter for Android
2025-05-04 23:41:59+00:00,"@TMobile Bill paid automatically, love that for me.",39708,92,274,Twitter Web App
2021-03-17 11:42:27+00:00,I have full bars but nothing loads… make it make sense TMobile. #TMobile,54960,619,218,Twitter Web App
2025-07-28 03:52:23+00:00,"@TMobile Officially a T-Mobile fan account now, idc. #T-Mobile",45452,1633,151,Twitter for iPhone
2021-12-12 16:34:48+00:00,I just said 'wow' out loud at a speed test result. TMobile exceeding expectations. #T-Mobile,32545,1862,280,Twitter Web App
2020-12-09 05:10:52+00:00,"@TMobileHelp I miss when dropping calls was rare, not a lifestyle. #T-Mobile",47654,653,233,Twitter Web App
2019-12-08 18:42:22+00:00,"@TMobileHelp My phone has hope, but the network doesn't. #TMobile",34155,1359,56,Twitter for Android
2016-06-28 05:17:20+00:00,I pay for 5G but receive thoughts and prayers instead. #TMobile,32613,1678,270,Twitter for Android
2025-02-20 17:34:20+00:00,@TMobileBusiness Can we talk about how fast TMobile improved? Night and day difference.,19273,2110,1,Twitter for Android
2019-04-23 23:29:05+00:00,@TMobile T-Mobile support answered faster than my friends do. #TMobile,35164,724,137,Twitter for iPhone
2020-01-05 20:24:37+00:00,@TMobileHelp TMobile understood the assignment and did the extra credit. #T-Mobile,17990,1424,161,Twitter for Android
2021-02-26 10:47:58+00:00,The real test was live streaming on the highway. T-Mobile passed with flying colors. #T-Mobile,5681,2214,108,Twitter for iPhone
2016-10-27 18:07:53+00:00,@TMobileBusiness Network so unstable it's giving dramatic plot twists. #T-Mobile,41146,2427,237,Twitter for iPhone
2022-10-09 08:43:42+00:00,Not to be dramatic but TMobile 5G kind of changed my life. #T-Mobile,33579,2133,61,Twitter for Android
2018-01-06 00:36:34+00:00,"@TMobileHelp I can call my mom without robot voice cutting in, praise! #TMobile",46369,1874,200,Twitter Web App
2024-06-09 10:12:40+00:00,@TMobileBusiness My connection speed is basically Morse code. #T-Mobile,38384,143,56,Twitter Web App
2022-06-06 06:42:37+00:00,"@TMobileBusiness No dropped calls, no buffering, no drama. Just service. Finally. #T-Mobile",19065,648,181,Twitter for Android
2015-01-08 18:43:00+00:00,Curious how the new plans compare this year.,2256,645,113,Twitter for iPhone
2024-12-15 22:38:43+00:00,"@TMobileHelp Bill paid automatically, love that for me.",4848,250,115,Twitter Web App
2020-01-21 14:07:50+00:00,@TMobileBusiness Buffering a 10 second video shouldn’t take 2 minutes 😐,45910,977,228,Twitter for iPhone
2019-10-10 14:13:21+00:00,@TMobileBusiness Debating if 5G UC really matters.,4453,111,249,Twitter Web App
2025-09-02 21:18:13+00:00,@TMobileBusiness The future is 5G and T-Mobile brought it early.,42339,648,69,Twitter Web App
2022-06-22 09:17:37+00:00,Finally watching YouTube without 4 buffering pauses per minute.,52940,1688,203,Twitter Web App
2018-10-10 22:19:29+00:00,@TMobile Buffering a 10 second video shouldn’t take 2 minutes 😐,26484,1250,100,Twitter Web App
2024-08-22 08:31:07+00:00,@TMobileHelp Shoutout to the TMobile tech who fixed my network in legit 3 minutes. Legend. #T-Mobile,49134,728,67,Twitter Web App
2015-05-30 14:16:45+00:00,@TMobileHelp Considering the Magenta plan but still thinking.,28363,1113,282,Twitter for Android
2021-12-15 13:29:24+00:00,@TMobileHelp One day I’ll have stable internet. Today is not that day. #TMobile,8922,52,203,Twitter Web App
2016-11-05 16:16:03+00:00,"T-Mobile store employee walked me through everything, elite customer care.",28940,1391,200,Twitter for iPhone
2017-07-24 08:23:36+00:00,"@TMobile Officially a TMobile fan account now, idc. #T-Mobile",25080,1480,185,Twitter for iPhone
2016-01-14 08:40:36+00:00,@TMobile Watching TikToks instantly load is my new personality trait.,30266,1763,306,Twitter Web App
2022-06-06 20:06:22+00:00,"My phone has hope, but the network doesn't. #TMobile",52213,619,9,Twitter for iPhone
2017-11-25 09:56:55+00:00,"@TMobile Speed test later maybe, no urgency.",3985,413,213,Twitter for iPhone
2020-07-16 21:51:26+00:00,@TMobileBusiness If slow internet was a sport I’d be undefeated. #TMobile,54267,2170,179,Twitter for Android
2021-06-20 11:22:49+00:00,@TMobileBusiness No news is good news with phone service.,35443,1221,281,Twitter for Android
2022-10-24 03:34:19+00:00,"@TMobileHelp I don't tweet much but TMobile deserves the praise, this service is crazy good. #TMobile",24963,1202,44,Twitter Web App
2022-05-14 14:00:51+00:00,"@TMobile I can call my mom without robot voice cutting in, praise! #T-Mobile",6772,2185,67,Twitter Web App
2016-08-13 10:56:53+00:00,@TMobileBusiness My phone service used to stress me out… now it just works. Thank you TMobile. #TMobile,31542,1019,181,Twitter Web App
2022-12-29 09:10:13+00:00,I can make calls in places I didn't even know were *allowed* to have signal.,23510,330,144,Twitter for Android
2025-01-18 16:34:14+00:00,@TMobileHelp 5G shouldn’t be this slow in 2025… what is happening TMobile?,5383,2356,162,Twitter for Android
2015-04-16 02:42:11+00:00,"@TMobileHelp Might call support later, might not. #T-Mobile",12633,2181,39,Twitter for iPhone
2019-04-21 23:40:29+00:00,@TMobile TMobile loading slower than movie theater nachos. #TMobile,2588,2033,112,Twitter for iPhone
2022-01-11 12:11:05+00:00,TMobile app opened. I saw numbers. I moved on. #TMobile,22556,2258,156,Twitter for iPhone
